crew,id
 Forest Whitaker,26479
 Mika Kemmo,92465
 Maurice Schwartz,120995
 David Dobkin,49520
N/A,46558
N/A,29496
 Rod Hardy,324011
 Tate Taylor,50014
 Ruben Fleischer,62206
 Edith Carlmar,56697
 Leo McCarey,52991
N/A,81829
 Curtis Bernhardt,185197
 Blake Edwards,104602
N/A,80771
 Kevin Tancharoen,67675
 Jacob Tierney,46584
N/A,11604
N/A,111623
 David Butler,90395
 Marilyn Agrelo,59435
 Shinsuke Sato,56832
 Takashi Miike,36242
 Stephen Chow,41387
 Mitchell Leisen,52846
 Margarethe von Trotta,50722
 Gereon Wetzel,82688
 Jean Becker,39413
 Gregor Schnitzler,9295
 Steven Quale,55779
 Nicholas Fackler,51384
 Robert Redford,60309
N/A,55465
N/A,35030
 Sergiu Nicolaescu,31398
N/A,43120
 Norman Foster,38774
 Norman Foster,29484
N/A,88271
 Ferzan Ozpetek,40794
N/A,62385
 Darezhan Omirbayev,162453
 Caroline Bottaro,42973
N/A,77922
 Richard Friedenberg,35802
 Pablo Trapero,47261
 Robert Rodriguez,56288
N/A,73930
 Emir Kusturica,105287
N/A,117412
N/A,98635
 Ken Annakin,111960
 Bo Widerberg,42692
 Benedek Fliegauf,64964
 Yorgos Noussias,46998
 Troy Nixey,46261
 Craig Gillespie,58151
 Mike Cahill,55420
N/A,104251
N/A,22857
N/A,60375
 Spencer Susser,44835
N/A,51370
N/A,49913
N/A,100776
 Roar Uthaug,21786
 Martin Scorsese,33470
 Jim Mickle,52015
 Morgan Spurlock,58492
 Herbert Ponting,84880
 John Madden,48289
 Olivier Megaton,62835
 Richard Press,55244
 Alan Bridges,80382
 Martin Scorsese,421510
 Heidi Ewing,43942
 James Bai,18634
 Waris Hussein,29491
N/A,109235
 Anthony Mann,4938
 Phil Karlson,76121
N/A,63311
 Martin Barnewitz,20441
 Nils Malmros,121530
 Pietro Germi,17974
 Fernando Fragata,59392
 David Ondaatje,15052
 Jay Anania,64832
N/A,40959
N/A,55845
 Jacob Tierney,64320
 Jim Strouse,44750
 Marcus Nispel,37430
 Omar Naim,50023
 Joe Nussbaum,51588
 Alex Gibney,57211
 Michael Polish,11388
N/A,16335
 Velcrow Ripper,52725
 Zachary Levy,53437
 James Keach,52338
 Wesley Barry,69292
 Wong Jing,63721
 Mark Young,15425
N/A,53520
 Michel Brault,69765
 Stephen Roberts,27986
 James Marsh,63579
 Mervyn LeRoy,109008
 Christopher Menaul,11248
 William Dear,21141
 Serge Rodnunsky,52685
 James Nguyen,40016
 Ermanno Olmi,100794
 Jim Wilson,17236
N/A,48199
 Jaap van Heusden,60784
 David Hare,73358
 Ben Palmer,69798
 Jud Taylor,79775
 Arturo Ripstein,246749
 Allan King,86751
 Miranda July,54662
 James Keane,46758
 Andrew Birkin,172149
 Taylor Hackford,39845
 Lothar Mendes,36519
 Steve James,72711
 Emeric Pressburger,54797
 Kevin Smith,48572
 Eliseo Subiela,74938
 Raymond Bernard,67532
 Raymond Bernard,32859
 Fatih Akin,407
N/A,67884
 Andy Wolk,18375
 David Denneen,14215
 Chris Weitz,55720
 Rashane Limtrakul,25855
 Max Winkler,55246
 Mark Ruffalo,58884
 Michael Greenspan,50838
 Jan Halldoff,392884
 Cameron Crowe,72744
 Douglas McGrath,70868
 Renato Castellani,117478
 John Farrow,98482
 Jean Negulesco,95358
 Philip Leacock,47675
 Otto Preminger,52278
 Henry Levin,106833
 Bodil Ipsen,99272
N/A,65055
 Pierre Salvadori,51072
 Steven Soderbergh,39538
 Nanni Moretti,61667
 Mitchell Leisen,131764
 William Lustig,23587
 Julia Leigh,64586
N/A,60225
 William Cameron Menzies,85498
 Rod Lurie,64639
 Bennett Miller,60308
 Yony Leyser,47753
 Paco Cabezas,16092
N/A,45048
 Lewis Seiler,108844
 Joe Cross,72914
 Tim Whelan,43511
 Joe May,28373
N/A,73532
 Susan Morgan Cooper,201405
 Jon Hewitt,73454
 Lina Chamie,89271
 David Chung,43637
 Zoya Akhtar,61202
 Gus Van Sant,47760
 Peter Mullan,55785
 Sion Sono,68341
 Nick Whitfield,46909
 Dan Povenmire,71689
 Richard Fleischer,31167
 Stephen Kijak,30867
 Robert Bresson,55847
 Francesco Barilli,65317
 Wim Wenders,103475
N/A,49974
 Freddie Francis,64524
 Frank Ripploh,35125
N/A,78228
 Pierre Jolivet,65081
 Michel Deville,57726
 Pier Paolo Pasolini,36236
 Barbet Schroeder,63327
N/A,61404
 Indra Kumar,76684
N/A,32958
 Urszula Antoniak,45806
 Jonathan English,38543
 Andrew Marton,80241
 David Higby,66605
N/A,269518
 Carla Garapedian,81783
 Ritwik Ghatak,166798
 Wesley Ruggles,36513
N/A,27881
 Hiroshi Shimizu,100033
 Jon Jones,18093
 Charles Crichton,86920
 Nikos Nikolaidis,75865
 Gustav Deutsch,124630
 Pedro Costa,87063
 Gerrard Verhage,5473
 Paula van der Oest,72049
N/A,46534
 Stevan Mena,55890
 Adam Wingard,44950
 Leopold Lindtberg,101772
N/A,154623
 Krisztina Goda,13616
N/A,38437
N/A,132227
 Joss Whedon,24428
 Roy Del Ruth,82260
 Tomas Alfredson,49517
 Asghar Farhadi,60243
 David Cronenberg,48231
 Frank Borzage,109886
 Douglas Sirk,74525
N/A,42077
 Joseph Losey,42266
 Chetan Anand,154879
N/A,59440
 Mike Ott,85821
 Rachel Goldenberg,33555
 Howard Hawks,125736
 Joseph Losey,94655
N/A,131732
 Walter Lang,106825
 George Clooney,10316
N/A,65283
N/A,173341
N/A,91961
N/A,95949
 Frank Borzage,84299
 Ben Wheatley,74725
 Gary McKendry,49021
 Robert Davi,38743
 Liz Garbus,67885
 Parmeet Sethi,37822
 Roger Nygard,52058
 Evan Glodell,58699
 Jonathan Levine,40807
 Adrian Shergold,39517
 David Worth,52837
 John Doyle,54469
 Lee Sholem,41800
 Ray Dennis Steckler,85916
N/A,81401
 Victor Ginzburg,63375
 Nuri Bilge Ceylan,74879
 Michel Hazanavicius,74643
 Zabou Breitman,17658
N/A,57714
 Rainer Werner Fassbinder,105757
 Stephen Surjik,13687
 Jan Fehse,72419
 Michael Barnett,71905
 Peter Glenville,114060
N/A,39861
 Jacqueline Audry,123723
 Hiroshi Shimizu,115596
 Ruairi Robinson,59852
N/A,85743
 Aleksey German,100784
 Ann Hui,41822
 Andrei Tarkovsky,45590
 Sergei Parajanov,103590
 Melville Shavelson,55863
 Jules Bass,47182
N/A,70803
 Hiroshi Shimizu,91094
N/A,148284
 Adam Curtis,75375
 Ulrich Seidl,56345
N/A,148327
 Bartosz Konopka,129427
 Maryam Keshavarz,60421
 Fernando Di Leo,27439
 Ernie Barbarash,50765
 Matt Osterman,70636
N/A,63907
N/A,113432
 Donald Cammell,33592
 Fernando Di Leo,58402
N/A,30043
 Gerardo Naranjo,86440
 Abbas Kiarostami,149507
 Abbas Kiarostami,126004
 Lucio Fulci,63025
N/A,88922
 Jeff Nichols,64720
N/A,125039
 David Robert Mitchell,70588
N/A,48778
 Monte Hellman,42707
 Don Barton,31116
 Jim Kohlberg,56401
 Abbas Kiarostami,129942
 Abbas Kiarostami,134209
 Thomas Bornot,113258
 Abbas Kiarostami,117404
 David Butler,83633
 Alan Rudolph,69722
 Henry Koster,61645
 John Cromwell,218389
 Larry Peerce,143841
 Henri Verneuil,74810
 Enrique Urbizu,76013
 Tom Provost,54700
 Matthew Parkhill,73588
N/A,111625
 Maurice Cloche,43460
 Norman Taurog,52847
N/A,80122
 Frank Launder,83015
 Rasoul Sadrameli,225951
 Patrice Leconte,47496
 Duccio Tessari,85365
 James Algar,11383
 Jake Rademacher,28858
 Mohsen Makhmalbaf,43981
 Radu Jude,80115
 Astra Taylor,24566
 Cass Paley,125553
N/A,61683
 Hideo Gosha,58878
 Hiroshi Teshigahara,37239
 Michael Glawogger,76853
 Shawn Levy,39254
 Sean MacGregor,72648
 Ed Radtke,6182
 Joshua Safdie,42585
N/A,337435
 Janusz Majewski,208309
 Jules Bass,147105
 Sid Smith,131098
 Cindy Meehl,67273
 Tim Fehlbaum,73262
 Peter Lindmark,9345
 Arnaud Viard,61267
 Sergey Loznitsa,60981
N/A,91391
 Erwin Keusch,172004
 Werner Herzog,162451
N/A,434973
 Andrzej Wajda,440178
 Germaine Dulac,49452
N/A,126732
 Trent Cooper,35221
 Sergei Gerasimov,109991
 Jacqueline Audry,130650
N/A,131792
 Fritz Lang,30014
N/A,58732
 Mario Caserini,133123
 Alex Gibney,75803
 Craig Brewer,68817
N/A,60935
 Greg Olliver,53344
 Shawn Ku,59437
N/A,70875
 Paddy Considine,76543
 Simon Verhoeven,75969
 Piotr Szulkin,71933
 Budd Boetticher,27999
 Sean Durkin,50837
 Lynne Ramsay,71859
 Errol Morris,69480
 William Beaudine,43688
 Rich Cowan,70009
 James Dodson,10005
 Osvaldo Civirani,79094
N/A,52451
 Andrew Niccol,49530
 Jim Loach,70925
 Francis Veber,18916
 Rowan Joffe,62728
 Basil Dearden,46724
N/A,45013
 Kenneth Lonergan,44754
 Roman Polanski,72113
 Ernie Barbarash,71677
N/A,50839
N/A,71821
 Anthony Mann,37079
 Sergio Martino,23807
N/A,52297
 Dick Proenneke,85766
 Lesley Selander,206052
 Henry Joost,72571
 Mark Kassen,72432
N/A,71157
 Nicole Kassell,45156
N/A,61730
 Robert Altman,104449
 Alfonso Brescia,113105
 Terry Marcel,70500
 Asier Altuna,139863
 Abby Berlin,3966
 Oliver Parker,58233
 John Singleton,59965
 Han Sanping,69310
 Paolo Sorrentino,53487
 Steve McQueen,76025
 Jean Renoir,43845
 Rino Di Silvestro,92751
 Dusan Makavejev,42696
 James Benning,138535
 Nicholas Ray,83354
 Pascal Arnold,12838
 Neil Abramson,22819
 Michael Miner,113137
 Peter Bogdanovich,94623
 Michael Caine,123334
 Anne Sewitsky,46147
N/A,57602
N/A,86126
 Daryl Goldberg,28687
 Werner Herzog,140003
 Jihun Kim,58069
 Mariana Chenillo,72172
 Mark Mylod,63492
 Jim Sheridan,69668
 Peter Richardson,65992
 Gustav Hofer,58511
 Curtis Harrington,27642
 Albert Pyun,47342
 Morten Tyldum,70670
 Lauren Montgomery,69735
N/A,126015
 Krzysztof Zanussi,139467
N/A,344741
 Jingle Ma,32909
 Aaron James Sorensen,47273
 Marc Forster,45610
 Jennifer Siebel Newsom,77801
 Christopher Farah,78309
 Wojciech Has,81315
 Roland Emmerich,61891
 Bernard Rose,46934
 Juha Wuolijoki,62614
 David Wellington,82020
 Matthew Hope,70196
 Vittorio De Sica,56122
 Gary Walkow,18865
 Jacob Berger,79031
 Maximilian Schell,72494
 Emeric Pressburger,79401
 John Murlowski,69217
 Claes Olsson,61121
N/A,28414
 Frank Perry,83147
 Chris Hegedus,18520
 Larry Cohen,27012
 Tony Richardson,42605
 Monte Hellman,22396
 Brett Ratner,59108
 Clint Eastwood,88794
 Tom McLoughlin,27769
 Michael Brandt,73499
 Nicholas DiBella,14127
 Stuart Rosenberg,49411
 Steven Spielberg,17578
 Richard Quine,60387
 Dito Montiel,74536
N/A,52799
 Chris Atkins,40658
N/A,39450
N/A,95448
 Chang Cheh,36261
N/A,65229
 Naoko Ogigami,25656
 Jacques Audiard,64347
 Valeria Bruni Tedeschi,6360
 Robert Siodmak,38683
 Chris Holt,157924
N/A,47189
 John Schultz,52472
 Keith Behrman,125943
 Kiyoshi Kurosawa,40592
 Konstantin Bronzit,149117
N/A,19034
 Henry Hathaway,199072
 Leste Chen,65044
 Martin Scorsese,75964
 Martin Scorsese,44826
 Vera Farmiga,50875
 Joel Schumacher,70578
 Danny Steinmann,14673
 Wojciech Smarzowski,36142
 King Vidor,109435
 Ulrich Seidl,56489
 Katy Chevigny,263600
 Tarsem Singh,37958
 Dennis Dugan,71880
 Sean Baker,37736
 John Ford,185292
N/A,75311
 Edward Yang,54421
 Richard Oswald,28629
N/A,31222
 Sally Potter,26738
 Lee Tamahori,62630
 Mike Gunther,70586
 Bertrand Bonello,84427
 Christian Petzold,94336
 Terence Davies,51994
 Darezhan Omirbayev,47099
N/A,121462
 Darren Lynn Bousman,51248
 Werner Herzog,77365
 Joachim Trier,75233
 Aleksey German Jr,12428
 Claude Chabrol,4790
 Nabil Ayouch,17495
 Chuck Jones,80607
N/A,61985
 Bill Haney,53328
N/A,65831
 Christian Molina,72875
 Sam Levinson,60422
 Norman Krasna,238616
 Benny Chan,55292
 Peter Collinson,40350
 Irwin Allen,43252
 Jacques Tourneur,114975
 Andrea Arnold,9364
 Kevin Connor,48014
 Michael Epstein,59206
 Matthew Leutwyler,11403
 Jeffrey Fine,47320
 Lambert Hillyer,125249
 Spencer Gordon Bennet,93560
 Claude Chabrol,4195
 Nicolas Saada,14726
 Henry Koster,4809
N/A,181537
N/A,119564
 Anthony Mann,35543
 Alexander Payne,65057
 Drake Doremus,60420
 James Bobin,64328
 Wilson Yip,10109
 Bill Condon,50619
N/A,65002
 Joseph Losey,107327
N/A,64983
 Brenton Spencer,20859
 Steven Spielberg,57212
 Bruce Robinson,23514
 Simon Curtis,75900
 Henry King,89086
N/A,31208
 Larry Shaw,131914
N/A,405280
 Christopher Marshall,202152
 Kyle Patrick Alvarez,50036
 Gregory Ratoff,296104
N/A,82397
N/A,25922
N/A,64124
 Joseph Losey,30784
 Marco Bellocchio,24185
 Andrew Haigh,79120
N/A,46770
 Blair Underwood,22165
 Jean Rollin,84473
N/A,83233
 Alex Law,39693
 Miao Wang,101124
 Ben Hickernell,61629
 George Stevens,178452
 Edmund Goulding,85677
 Simo Halinen,21244
 Marcin Wrona,68634
 Gary Rydstrom,13060
 Matthew Lauyer,76234
 Rohit Shetty,70590
N/A,38407
 Benedek Fliegauf,125161
 Pere Portabella,94509
 Nikhil Advani,20002
 Busby Berkeley,221346
 Ousmane Sembene,125700
 Valery Todorovsky,38336
 Damon Santostefano,15157
 John Ford,173456
 Ferdinand Fairfax,39463
 Guy Moshe,30618
 Jack Clayton,35841
 David Butler,29879
 Shinsuke Sato,74135
N/A,53457
 Suzie Halewood,17155
 Julie Bertuccelli,51409
 Harry Bromley Davenport,25834
 Abderrahmane Sissako,47226
 Martin Zandvliet,19305
 David Gordon Green,57431
 Stephen Daldry,64685
 Ted Tetzlaff,172908
N/A,29932
 Max Lang,28118
 Marc Fienberg,45708
 Kieth Merrill,26985
 Philippe Grimond,11625
 Gerhard Hahn,9369
 Stefan Fjeldmark,9642
N/A,91367
 Rouben Mamoulian,79887
 Oren Moverman,75622
 George Miller,65759
 Neil Jordan,125769
 Robert Altman,91781
 Roberto Rossellini,43444
 Robert Altman,66488
 Barry Cook,51052
 Gerardo Naranjo,77635
 Nicholas Ray,80555
 Howard Hawks,80046
 John Frankenheimer,52661
 Robert Siodmak,25413
 Jack Sholder,153102
 Peter Hall,182129
 Lisanne Skyler,125506
 Nicholas Ray,85639
 Andrew Lancaster,37721
 William Dear,56601
 Prachya Pinkaew,57585
 Geoffrey Fletcher,91550
 Rob Minkoff,62046
 Walter Hill,70074
 Simon West,76163
 Dianne Jackson,13396
N/A,46020
 George Sidney,43546
 Raoul Walsh,111607
 Gary Ross,70160
 Benjamin Christensen,174593
 Benedek Fliegauf,59457
 Dante Lam,38264
 Yonggang Wu,112698
 Ivan Passer,77381
 George King,87911
N/A,15736
 Christopher Nolan,49026
N/A,83229
 Sergiu Nicolaescu,36662
 Tony Gilroy,49040
 Philippe Lioret,1254
 Mark Pellington,75345
 Guy Ritchie,58574
 Kevin Macdonald,66150
 Andrew Mondshein,278822
 Philippe Le Guay,54157
 Carlos Saura,26824
 Martin Zandvliet,73448
 Louis Feuillade,56801
N/A,25653
 Akihiko Shiota,104465
 Ralph Fiennes,101173
 Mathieu Demy,103597
 Gordon Douglas,39287
 Lech Majewski,22075
 Grigoriy Chukhray,46741
 Richard Compton,42450
 Huseyin Karabey,54900
 Paul Saltzman,61896
 Jafar Panahi,83552
 Keisuke Kinoshita,125264
 Bruno Dumont,89456
 Santiago Mitre,118204
 Cam Archer,119425
 Aaron Woodley,17775
 Emmanuelle Bercot,70955
 Duane Hopkins,20186
 Philippe Grandrieux,99642
 Lucian Pintilie,123712
 Jason Reitman,57157
N/A,30245
 Julien Magnat,70577
 Garry Marshall,62838
 Brad Bird,56292
N/A,262475
 Cameron Crowe,74465
 David Butler,40693
 David Fincher,65754
 Chris Gorak,71469
 Ole Schell,45320
 Henry Cass,16939
 Mike Mitchell,55301
N/A,73873
 Guillem Morales,52274
 Ana Vlad,378477
 George Ratliff,51995
 Jennifer Westfeldt,80038
 Richard Fleischer,82203
 Juan Carlos Fresnadillo,63207
N/A,25688
 Angelina Jolie,79777
N/A,84505
 Douglas Sirk,25915
 Lloyd Bacon,111100
 Jacques Demy,85942
 Ernst Lubitsch,58192
N/A,52359
 George Marshall,75315
N/A,2349
 David Kaplan,46641
 Chip Mabry,92464
 Jin Yimeng,24986
 Eugene Jarecki,56761
 Robert Vince,24833
 Dereck Joubert,53505
 Giuliano Montaldo,45138
 Jacques Deray,48153
 Don Siegel,36522
 Olivier Abbou,74518
 Sebastian Gutierrez,59006
 Masakazu Hashimoto,41066
 Famke Janssen,53100
 Juho Kuosmanen,293114
 Alli Haapasalo,116537
 George Cukor,118955
 Edgar Selwyn,72997
 Maneesh Sharma,82698
 Dee Rees,73939
 Eric Till,13247
 Tim Johnson,50393
 Francesca Gregorini,71866
 Edward Burns,72766
 William Brent Bell,76487
 Alex Ranarivelo,74523
 Michael Cuesta,76785
N/A,77866
 Shimit Amin,14163
N/A,74878
 Victor Fleming,72821
 Waldemar Krzystek,389854
 Dariush Mehrjui,43984
 Johan van der Keuken,269963
 Mark Rappaport,148503
 Martin Guigui,78461
 Constance Marks,75301
 Arthur Lubin,112655
 Todd Graff,63574
 Alex Bowen,37006
N/A,95538
 Sidney Lumet,184795
 Charles Martin Smith,62837
 Fernando Trueba,63498
 Phyllida Lloyd,71688
 Mitchell Lichtenstein,39072
 Daniel Adams,15346
 Andrey Zvyagintsev,78182
N/A,257608
 Cristi Puiu,81527
 Pantelis Voulgaris,53128
 Xavier Durringer,65233
 Brendan Fletcher,73066
 Dave Fleischer,31309
N/A,148353
N/A,33684
 Rupert Murray,35156
N/A,72721
 Angelo Cianci,162374
 Niall MacCormick,72842
 Michael Corrente,79465
N/A,79896
 Lech Majewski,57829
N/A,42157
 John Stockwell,57353
N/A,84420
 Mariano Cohn,47383
 Xavier Gens,38541
N/A,52520
 Joe Carnahan,75174
 Asger Leth,49527
 Chen Kaige,55741
 Lauri Nurkse,68861
 Chad Freidrichs,84407
 Buck Henry,124210
 Basil Dearden,37038
 Harmon Jones,72313
 John Irvin,8368
 Joseph Losey,60938
 Dunia Ayaso,145594
 John Gray,58194
 Steven Soderbergh,70435
 Thomas Ngijol,66118
 Robert Stevenson,26283
N/A,260064
 Frank Borzage,105548
 Budd Boetticher,110139
 Richard Fleischer,94741
 Michael Glawogger,31337
 Larysa Kondracki,65760
 Tom Six,74997
 Betsan Morris Evans,75579
 Fritz Lang,45971
 Laurence Rees,60364
 Banmei Takahashi,28632
 Gordon Chan,47648
 Philip Martin,15044
 Daniel Lee,34179
 Greg Page,35250
 Melvin Frank,32831
 Norman Jewison,42990
 Michael Lange,65892
 Edward Yang,78450
 Mohammad Rasoulof,87408
 Julia Loktev,82321
 Harun Farocki,115150
 Nadav Lapid,96888
 Weikai Huang,102809
N/A,86732
 Raoul Walsh,86081
 Lucian Pintilie,123690
 Maurice Pialat,63230
 Jannicke Systad Jacobsen,62564
 Alexander Sokurov,77560
N/A,56815
 Bill Morrison,25621
 Anna Biller,24870
 Carlos Saura,25774
 Joshua Safdie,58251
 John Curran,125316
 Jon Ronson,97394
 Kinji Fukasaku,21613
 Youssef Chahine,40939
N/A,66436
 Esther Rots,32169
N/A,70149
N/A,57046
 Lewis Jackson,27230
N/A,58391
 John Francis Dillon,86457
N/A,50357
 Frederick Wiseman,82269
 Roger Donaldson,74998
 Martin Ritt,159615
N/A,54436
 Scott Spiegel,71670
N/A,21864
 Yasuhiro Takemoto,36865
 John Putch,28512
 Ritwik Ghatak,93164
 Michelangelo Antonioni,90770
 Maurice Tourneur,71271
 Anthony Hemingway,72431
 Agnieszka Holland,73686
 Kon Ichikawa,43095
 Zhang Yimou,76758
 Dziga Vertov,45176
 Todd Berger,70917
 Mark Landsman,72186
 Luis de la Madrid,42968
N/A,57190
 Eric Toledano,77338
N/A,73562
 Julie Anne Robinson,54054
 Jerry Warren,35663
 Edward Finney,23340
 Fenton Bailey,96495
 Fred Barzyk,35659
 Madonna,80591
 Ti West,58428
N/A,142118
N/A,130900
 Damion Dietz,19235
 Ken Kwapis,78698
 Paul Ziller,85949
 Joseph Jacoby,122515
 Kimio Yabuki,58704
 Catherine Bainbridge,101520
 Giorgio Gentili,70387
 Craig McCall,76142
 Timur Bekmambetov,57809
 Levan Gabriadze,85317
 Douglas Barr,57343
 James Hawes,43711
N/A,76651
 Kenji Mizoguchi,244115
 Henry King,52517
 Colin Minihan,50698
 Tsui Hark,48492
 Otto Preminger,118911
 Mike de Leon,56126
 Dziga Vertov,153845
 Mia Halme,409900
 Jacek Bromski,38371
 Olaf Lubaszenko,14224
 Josh Trank,76726
 James Watkins,65086
 Todd Haynes,148033
 Detlev Buck,80125
N/A,107056
N/A,52850
 Gavin Wiesen,64678
 Eran Riklis,57400
 Alberto Lattuada,93834
 Tom Brady,67911
 Dominik Moll,66120
N/A,25058
 Patrick Garland,42457
 Richard Harrah,26223
 George Sidney,108688
 Adam Curtis,192695
 Steven Soderbergh,42409
 Curtis Bernhardt,212713
 Hattie Dalton,75170
 Dan Ireland,30849
 Owen Hurley,15167
 Michael Matheson,13976
 Michael Matheson,13586
 Randall Churchill,26118
 Paul Machliss,79133
 Daniel Espinosa,59961
 Michael Sucsy,72570
 Griff Furst,63749
 Daniel Petrie,49354
 Roger Corman,76399
N/A,39276
 Roy Del Ruth,94209
N/A,72338
 Brian Kirk,25143
N/A,80379
 Edward Zwick,69266
N/A,84797
N/A,75000
 Peter Godfrey,130090
 Rosser Goodman,14205
 Yoshitaro Nomura,29268
 Kris Booth,63217
 Hiroshi Teshigahara,54146
 Mark Rappaport,288094
 Pere Portabella,84028
 Philippe Falardeau,78480
 Walter Lang,108222
 Jason Rosette,125695
 Dziga Vertov,144611
 Masahiro Shinoda,92670
 Jamie Travis,84200
 Louis Mouchet,37621
 Polaris Banks,99254
N/A,73700
 George Archainbaud,91181
 Brad Peyton,72545
 Coky Giedroyc,124847
N/A,86099
 Mikko Niskanen,253105
 Lloyd Ingraham,112485
 David Mackenzie,51999
 Jon Knautz,47763
 Alon Gur Arye,16702
 Bestor Cram,126016
N/A,83716
 Robert Gardner,84001
 Mariano Cohn,278458
 Tim Heidecker,79940
N/A,43459
N/A,189076
 Olli Saarela,64029
 Rachel Ward,29483
 Sergei Loban,88491
N/A,404471
N/A,79362
 Til Schweiger,53174
 Howard Zieff,84259
 John Kent Harrison,71184
N/A,37464
 Ville Jankeri,85988
 Ian Cheney,84917
N/A,75469
N/A,83732
 Vladimir Bychkov,215478
 Teddy Chan,30596
N/A,75948
 Tsui Hark,81870
N/A,29564
 Ian Palmer,71771
 Martin Koolhoven,16564
 Allan Dwan,110603
N/A,98079
 Michael Curtiz,96771
N/A,115656
 John Hay,14933
N/A,73921
 Lowell Sherman,81111
 Arturo Ripstein,106199
 Benjamin Christensen,147621
 Edouard Niermans,247500
 Adam Dubin,29750
N/A,31400
 David Weissman,81716
N/A,140632
N/A,51578
 Betsy Blankenbaker,82762
 Daniel Nettheim,70954
 Jonathan Ford,74471
 William Wyler,108155
 Jack Smight,35671
 Brian Taylor,71676
 Bibo Bergeron,77459
 Bill Kalmenson,158920
 Yvonne Rainer,163937
 Stathis Athanasiou,178595
 Russell Mulcahy,21634
 Stephen Surjik,70374
N/A,44053
 Randal Kleiser,27902
 Alexander Nanau,55802
 Gerardo Herrero,186755
 Jack Hively,53798
 Matt Lang,54507
 Matt Lang,59017
 JP Siili,105983
 Tim Cox,51875
 Carl Tibbetts,73936
 Damien Chazelle,46504
 Robert Siodmak,147886
 Richard Thorpe,80030
 Ken Burns,26397
 Andrew Erwin,83860
 Cyril Tuschi,79890
 Dan Chisu,81675
N/A,98096
 Roberto Rossellini,59045
 Jacques Rivette,43026
 Mick Garris,168210
N/A,62116
 Matt Russell,70876
 Philippe Le Guay,57243
 Robert Stevenson,29694
 Christopher Ray,52454
N/A,71672
N/A,144454
N/A,77495
N/A,55198
 Jonah Loop,71254
 Burt Kennedy,202941
 John Sturges,27709
 Benjamin Ross,53033
N/A,32708
 Mansour Sora Wade,276220
 John Shepphird,36427
 Patrick Hughes,45569
 Danny Bilson,17790
N/A,15086
 Richard Stanley,48458
N/A,85883
 George Scribner,25831
 Sylvie Testud,116231
 Alain Gagnol,52264
 Mario Bava,77076
 Makoto Shinkai,79707
 Heitor Dhalia,79548
 Wesley Ruggles,184507
 Alex Kendrick,72213
 Alex Kendrick,17345
 Nima Nourizadeh,57214
 Kyle Balda,73723
 Johan Kling,25228
 David Frankel,73937
N/A,214349
N/A,399229
 Norman Foster,18705
 Mike McCoy,75674
 Mike Clattenburg,38674
N/A,46813
 Daniel Lindsay,82620
 McG,59962
 Charlie Chaplin,53418
 Charlie Chaplin,53420
 Charlie Chaplin,53410
 Charlie Chaplin,53403
 Terence Fisher,77669
N/A,26642
 Andrew Stanton,49529
 Katja Gauriloff,123320
 Charlie Chaplin,53424
 Feo Aladag,44246
 Peter Raymont,59974
 Angela Ismailos,85963
N/A,196784
N/A,119364
N/A,74406
 Charlie Chaplin,53414
 Charlie Chaplin,53419
 Charlie Chaplin,47650
 Curt Morgan,68450
 Ken Scott,79108
 Lee Fulkerson,64288
 Vsevolod Pudovkin,167112
N/A,288098
N/A,46101
 Michael Dowse,74387
N/A,267197
 Edwin,178543
 Saul Landau,288291
N/A,80184
N/A,52349
N/A,3051
N/A,48373
 Lyndall Hobbs,47682
 Yasuhiro Yoshiura,20683
 Nick Murphy ,77949
 Roselyne Bosch,41411
 Julian Schnabel,45595
 Mark Atkins,28524
 Pablo Croce,92117
 Atsuya Uki,37928
 Jay Roach,91010
 Arthur Flam,216672
 Matthew Chapman,63493
N/A,42507
 Phil Lord,64688
 Jay Duplass,82532
 Brant Sersen,14346
 John English,61020
N/A,261035
 Juha Rosma,293097
 Irving Lerner,37942
 William Phillips,25435
 Leo McCarey,144326
 William Witney,170936
 Saratswadee Wongsomphet,64786
N/A,79374
 James Mather,81796
N/A,59421
N/A,70585
 Jon Foy,54358
 Julian Gilbey,81390
 Mario Bava,28063
 Justin Kurzel,67748
 Takashi Yamazaki,61984
 Tom Schiller,52826
 Tariq Tapa,113038
 Charlie Picerni,45273
N/A,95675
N/A,36944
 Frederick Wiseman,114412
 Amir Naderi,213938
N/A,273807
N/A,79754
 Sean Tretta,64108
N/A,99698
N/A,145504
N/A,229670
 Ettore Scola,42147
 Lynn Hershman Leeson,55245
 Matt Piedmont,80304
 Alex Stapleton,56591
N/A,83195
N/A,40056
 Mark Rosman,48038
 Mitja Okorn,79221
 Peter Winther,214857
 David Gelb,80767
 Whit Stillman,82533
 Jeroen Berkvens,74237
 Sun Chung,64992
 Ron Davis,61895
 Sidney Poitier,67696
N/A,33569
N/A,81025
 Richard Quine,77553
 Kenji Kamiyama,35435
 Kenji Kamiyama,44734
 Daniel Junge,89191
 Seiji Maruyama,158068
 Chris Fisher,94204
 Jonathan Liebesman,57165
 Artie Mandelberg,44032
 Wilho Ilmari,362758
 Tigmanshu Dhulia,96398
 Riccardo Freda,42998
 Tony Kaye,74308
 Terence Fisher,100656
 Bill Bixby,26881
 Matthew Leutwyler,75576
 Abel Ferrara,86820
 Timo Vuorensola,10679
 Riccardo Freda,28533
 Mike Flanagan,74777
